date,hour,SR_Qin,SR_Level,SR_Inlet,SR_F_1800,SR_F_1000,SR_P_1800,SR_P_1000,TotalFlow
2025-03-07,18,16836.0,1.81,9.91,10365.0,5858.0,13.51,13.16,16223.0
2025-03-07,19,15948.0,1.87,10.77,10356.0,5940.0,14.03,13.64,16296.0
2025-03-07,20,15199.0,1.63,11.53,10952.0,6103.0,14.99,14.56,17054.0
2025-03-07,21,14689.0,1.26,12.38,10885.0,5706.0,15.18,14.88,16591.0
2025-03-07,22,14362.0,0.99,12.6,9993.0,4888.0,13.02,12.96,14881.0
2025-03-07,23,14799.0,1.19,13.17,8582.0,4151.0,9.77,9.89,12734.0
2025-03-08,0,13665.0,1.63,15.24,8313.0,3663.0,8.81,9.03,11976.0
2025-03-08,1,12776.0,2.02,16.99,7502.0,3317.0,7.99,8.25,10819.0
2025-03-08,2,10789.0,2.31,19.16,7198.0,2898.0,7.54,7.79,10096.0
2025-03-08,3,10549.0,2.52,18.68,6673.0,2710.0,6.99,7.29,9383.0
2025-03-08,4,10616.0,2.77,18.57,6653.0,2738.0,7.23,7.51,9391.0
2025-03-08,5,14130.0,3.25,14.19,7552.0,3258.0,8.89,9.02,10810.0
2025-03-08,6,14525.0,3.48,13.11,10623.0,5028.0,14.31,14.18,15651.0
2025-03-08,7,18629.0,3.26,6.96,13183.0,6520.0,19.89,19.34,19703.0
2025-03-08,8,17414.0,2.94,8.76,13337.0,6876.0,20.16,19.49,20213.0
2025-03-08,9,16634.0,2.27,9.37,13150.0,6833.0,19.81,19.14,19983.0
2025-03-08,10,18253.0,1.86,6.36,12534.0,6511.0,18.02,17.46,19045.0
2025-03-08,11,17588.0,1.77,7.22,12030.0,5930.0,16.84,16.5,17960.0
2025-03-08,12,17457.0,1.68,7.08,11912.0,5711.0,16.65,16.37,17622.0
2025-03-08,13,18311.0,1.79,5.71,11510.0,5592.0,15.8,15.54,17101.0
2025-03-08,14,18319.0,2.04,5.91,11555.0,5563.0,15.95,15.7,17117.0
2025-03-08,15,17595.0,2.28,8.3,11308.0,5449.0,15.51,15.29,16757.0
2025-03-08,16,16903.0,2.25,9.5,11993.0,5622.0,17.13,16.87,17614.0
2025-03-08,17,18087.0,2.16,8.16,12402.0,6088.0,18.16,17.74,18489.0
2025-03-08,18,17713.0,2.01,8.96,12661.0,6306.0,18.91,18.43,18967.0
2025-03-08,19,17133.0,1.73,9.4,11995.0,6226.0,17.38,16.92,18221.0
2025-03-08,20,18052.0,1.67,8.43,12235.0,5904.0,18.17,17.83,18139.0
2025-03-08,21,16792.0,1.77,10.88,10409.0,5653.0,14.14,13.84,16062.0
2025-03-08,22,13401.0,1.89,15.84,7941.0,4913.0,9.02,8.93,12854.0
2025-03-08,23,12277.0,1.89,16.87,8095.0,4682.0,9.1,9.08,12777.0
2025-03-09,0,11589.0,1.83,15.76,7504.0,3704.0,8.22,8.4,11208.0
2025-03-09,1,12182.0,2.06,16.5,7004.0,3426.0,7.69,7.92,10430.0
2025-03-09,2,11212.0,2.5,18.81,5970.0,2955.0,6.47,6.78,8925.0
2025-03-09,3,10353.0,2.83,20.09,5877.0,2685.0,6.54,6.89,8561.0
2025-03-09,4,10230.0,3.17,19.95,5854.0,2618.0,6.75,7.1,8471.0
2025-03-09,5,9990.0,3.47,19.69,5631.0,3125.0,7.02,7.29,8756.0
2025-03-09,6,12135.0,3.51,15.94,7792.0,4944.0,10.08,9.94,12736.0
2025-03-09,7,16402.0,3.32,10.25,11354.0,6219.0,15.87,15.4,17572.0
2025-03-09,8,17046.0,2.94,9.08,13002.0,6902.0,19.2,18.5,19904.0
2025-03-09,9,17115.0,2.29,8.53,13540.0,7028.0,20.56,19.81,20568.0
2025-03-09,10,17184.0,1.77,8.11,12076.0,6480.0,17.08,16.53,18557.0
2025-03-09,11,17113.0,1.76,8.08,10300.0,5883.0,13.19,12.81,16183.0
2025-03-09,12,16642.0,2.03,8.43,9612.0,5577.0,12.1,11.82,15190.0
2025-03-09,13,14719.0,2.18,11.32,9009.0,5676.0,11.13,10.81,14685.0
2025-03-09,14,13517.0,2.16,13.39,8517.0,5389.0,10.25,10.02,13906.0
2025-03-09,15,13582.0,2.09,13.8,8115.0,5301.0,9.52,9.29,13416.0
2025-03-09,16,14812.0,2.08,11.78,9359.0,5719.0,11.81,11.47,15079.0
2025-03-09,17,16828.0,2.01,8.63,10578.0,6440.0,14.38,13.8,17018.0
2025-03-09,18,18664.0,2.06,5.76,11701.0,6609.0,16.75,16.13,18310.0
2025-03-09,19,17076.0,2.02,8.43,11502.0,6444.0,16.65,16.08,17946.0
2025-03-09,20,16169.0,1.83,11.24,11581.0,6162.0,16.86,16.4,17742.0
2025-03-09,21,15111.0,1.45,13.18,11387.0,5669.0,16.3,16.02,17056.0
2025-03-09,22,14998.0,1.37,15.31,9265.0,4716.0,11.71,11.67,13982.0
2025-03-09,23,12454.0,1.45,17.72,8419.0,4316.0,10.06,10.13,12735.0
2025-03-10,0,12049.0,1.55,16.88,7047.0,3701.0,7.79,7.99,10748.0
2025-03-10,1,12472.0,1.9,16.51,6540.0,3388.0,7.14,7.41,9928.0
2025-03-10,2,12638.0,2.47,16.84,6566.0,2915.0,7.33,7.68,9481.0
2025-03-10,3,12622.0,3.05,17.43,6739.0,2939.0,7.71,8.05,9678.0
2025-03-10,4,10178.0,3.47,18.54,6437.0,2809.0,7.3,7.66,9246.0
2025-03-10,5,10980.0,3.54,20.58,7022.0,3205.0,8.24,8.53,10226.0
2025-03-10,6,16157.0,3.64,13.36,11573.0,5556.0,16.46,16.2,17129.0
2025-03-10,7,17602.0,3.12,7.32,14021.0,7014.0,21.8,21.09,21036.0
2025-03-10,8,17480.0,2.5,6.68,12899.0,7295.0,19.09,18.24,20194.0
2025-03-10,9,17618.0,2.07,6.32,12480.0,6892.0,18.47,17.77,19372.0
2025-03-10,10,18410.0,1.83,5.2,12163.0,6431.0,17.39,16.86,18593.0
2025-03-10,11,18456.0,1.99,5.2,11081.0,5877.0,14.54,14.2,16958.0
2025-03-10,12,17839.0,2.28,6.31,10819.0,5685.0,14.0,13.71,16503.0
2025-03-10,13,16216.0,2.48,8.94,10381.0,5333.0,13.28,13.09,15714.0
2025-03-10,14,14560.0,2.43,11.38,10021.0,5279.0,12.58,12.4,15300.0
2025-03-10,15,14671.0,2.28,11.34,10151.0,5200.0,12.84,12.68,15351.0
2025-03-10,16,14703.0,2.14,11.27,10125.0,5487.0,12.8,12.56,15612.0
2025-03-10,17,15162.0,1.91,11.59,10247.0,6111.0,13.11,12.66,16357.0
2025-03-10,18,18449.0,1.89,7.28,10966.0,6738.0,14.68,14.01,17704.0
2025-03-10,19,18544.0,2.02,7.27,11602.0,6518.0,16.32,15.75,18120.0
2025-03-10,20,18007.0,2.0,7.05,11874.0,6512.0,16.81,16.24,18386.0
2025-03-10,21,18082.0,1.97,7.06,11821.0,6040.0,16.9,16.51,17861.0
2025-03-10,22,15016.0,1.85,12.52,10967.0,5228.0,15.02,14.87,16194.0
2025-03-10,23,16043.0,1.93,13.89,9958.0,4499.0,12.61,12.65,14457.0
2025-03-11,0,12919.0,2.29,13.33,7584.0,3565.0,8.35,8.53,11148.0
2025-03-11,1,11244.0,2.54,16.28,6816.0,3237.0,7.26,7.51,10052.0
2025-03-11,2,10569.0,2.73,17.24,6703.0,3119.0,7.12,7.4,9821.0
2025-03-11,3,10319.0,2.86,17.89,6584.0,3072.0,7.12,7.41,9656.0
2025-03-11,4,10378.0,3.01,18.2,6297.0,2956.0,6.91,7.21,9253.0
2025-03-11,5,11361.0,3.22,17.15,7071.0,3443.0,8.12,8.32,10514.0
2025-03-11,6,15896.0,3.21,9.92,11293.0,5840.0,15.35,14.99,17132.0
2025-03-11,7,17727.0,2.68,6.99,13997.0,7159.0,21.34,20.58,21156.0
2025-03-11,8,18451.0,2.08,5.21,13704.0,7237.0,20.85,20.03,20940.0
2025-03-11,9,18774.0,1.72,4.16,12992.0,6940.0,19.63,18.92,19932.0
2025-03-11,10,18499.0,1.72,4.15,10560.0,6109.0,13.95,13.51,16668.0
2025-03-11,11,16043.0,2.1,8.06,9255.0,5764.0,10.9,10.56,15019.0
2025-03-11,12,15998.0,2.22,9.13,9550.0,5480.0,11.62,11.37,15029.0
2025-03-11,13,15926.0,2.38,9.25,9726.0,5439.0,11.88,11.66,15165.0
2025-03-11,14,15994.0,2.5,9.41,10028.0,5328.0,12.56,12.37,15355.0
2025-03-11,15,16269.0,2.62,9.68,10161.0,5268.0,12.65,12.49,15429.0
2025-03-11,16,14472.0,2.54,12.27,10741.0,5481.0,14.02,13.78,16222.0
2025-03-11,17,15345.0,2.2,11.42,10581.0,6233.0,13.69,13.2,16814.0
2025-03-11,18,17014.0,1.91,9.14,11476.0,6583.0,15.61,15.02,18058.0
2025-03-11,19,18113.0,1.86,7.34,11839.0,6348.0,16.86,16.36,18186.0
2025-03-11,20,18085.0,1.84,7.3,11970.0,6318.0,16.71,16.22,18288.0
2025-03-11,21,18178.0,1.86,7.35,11363.0,6008.0,15.92,15.53,17371.0
2025-03-11,22,14944.0,1.99,11.99,9458.0,4887.0,11.86,11.78,14344.0
2025-03-11,23,12638.0,2.09,15.35,8235.0,4244.0,9.45,9.31,12479.0
2025-03-12,0,11729.0,2.15,15.42,7250.0,3788.0,7.75,7.75,11038.0
2025-03-12,1,11736.0,2.29,15.66,7215.0,3684.0,7.86,7.9,10900.0
2025-03-12,2,9598.0,2.47,18.29,5989.0,2643.0,6.43,6.73,8632.0
2025-03-12,3,9523.0,2.65,19.45,5831.0,2551.0,6.38,6.7,8382.0
2025-03-12,4,9293.0,2.85,18.93,5941.0,2591.0,6.45,6.75,8532.0
2025-03-12,5,13702.0,3.12,13.23,7135.0,3490.0,8.09,8.23,10624.0
2025-03-12,6,16589.0,3.46,9.03,11981.0,6012.0,16.65,16.27,17993.0
2025-03-12,7,18238.0,2.86,5.98,14357.0,7312.0,22.16,21.35,21669.0
2025-03-12,8,18400.0,2.27,5.43,13799.0,7200.0,20.64,19.85,20999.0
2025-03-12,9,18298.0,1.81,5.03,13224.0,6846.0,19.86,19.2,20070.0
2025-03-12,10,17990.0,1.68,4.91,11013.0,5947.0,14.8,14.42,16961.0
2025-03-12,11,17727.0,2.04,5.54,9852.0,5693.0,11.93,11.62,15546.0
2025-03-12,12,16010.0,2.26,8.78,10090.0,5429.0,12.79,12.57,15519.0
2025-03-12,13,16010.0,2.34,8.94,10166.0,5438.0,12.93,12.71,15604.0
2025-03-12,14,14951.0,2.34,9.73,9938.0,5315.0,12.51,12.33,15253.0
2025-03-12,15,14887.0,2.3,9.64,9701.0,5145.0,11.88,11.74,14846.0
2025-03-12,16,15351.0,2.3,10.0,9956.0,5460.0,12.4,12.17,15416.0
2025-03-12,17,15579.0,2.23,10.15,10540.0,5894.0,13.4,13.04,16434.0
2025-03-12,18,17423.0,1.95,7.87,12071.0,6587.0,17.02,16.44,18657.0
2025-03-12,19,17474.0,1.75,7.77,12460.0,6385.0,18.24,17.74,18845.0
2025-03-12,20,17953.0,1.54,6.75,12318.0,6368.0,17.58,17.09,18686.0
2025-03-12,21,18722.0,1.57,6.26,11667.0,5959.0,16.4,16.04,17626.0
2025-03-12,22,15504.0,1.76,11.86,10037.0,4820.0,13.12,13.08,14857.0
2025-03-12,23,11740.0,1.76,16.52,8420.0,4297.0,9.94,10.02,12717.0
2025-03-13,0,13018.0,1.75,14.1,7159.0,3604.0,7.76,7.96,10764.0
2025-03-13,1,11360.0,2.32,16.49,5638.0,2936.0,5.98,6.3,8574.0
2025-03-13,2,11097.0,2.8,17.7,5781.0,2908.0,6.2,6.52,8689.0
2025-03-13,3,9848.0,3.13,19.23,5964.0,2724.0,6.51,6.86,8688.0
2025-03-13,4,10057.0,3.3,15.66,6069.0,2657.0,6.66,7.01,8726.0
2025-03-13,5,10627.0,3.57,16.13,6739.0,3266.0,7.68,7.92,10005.0
2025-03-13,6,17138.0,3.63,8.14,11778.0,5651.0,16.51,16.23,17430.0
2025-03-13,7,17624.0,3.12,6.09,14454.0,7171.0,22.68,21.92,21625.0
2025-03-13,8,18402.0,2.49,4.82,13447.0,7274.0,20.44,19.61,20721.0
2025-03-13,9,18302.0,2.12,4.91,12615.0,6819.0,18.63,17.97,19434.0
2025-03-13,10,16561.0,2.0,7.29,10780.0,6105.0,14.69,14.25,16885.0
2025-03-13,11,14449.0,1.92,10.83,9477.0,5409.0,11.42,11.2,14886.0
2025-03-13,12,14565.0,1.88,10.89,9144.0,5258.0,10.82,10.65,14402.0
2025-03-13,13,14814.0,1.92,11.2,9114.0,5256.0,10.86,10.68,14371.0
2025-03-13,14,14697.0,1.99,11.16,9073.0,5260.0,10.97,10.78,14333.0
2025-03-13,15,15086.0,2.06,11.63,9235.0,5243.0,10.94,10.77,14478.0
2025-03-13,16,15480.0,2.15,12.12,10049.0,5289.0,12.58,12.41,15338.0
2025-03-13,17,15702.0,2.11,12.39,10584.0,5687.0,13.96,13.67,16271.0
2025-03-13,18,15860.0,1.94,12.44,11029.0,6198.0,14.8,14.34,17227.0
2025-03-13,19,15452.0,1.6,12.35,11397.0,6156.0,15.94,15.5,17554.0
2025-03-13,20,14409.0,1.08,12.86,11481.0,6158.0,15.97,15.54,17638.0
2025-03-13,21,16105.0,0.7,10.44,10839.0,5893.0,14.8,14.45,16732.0
2025-03-13,22,16318.0,0.78,9.79,10025.0,5358.0,12.52,12.34,15383.0
2025-03-13,23,15431.0,1.18,12.14,8915.0,4445.0,10.37,10.44,13360.0
2025-03-14,0,14451.0,1.63,12.53,8114.0,3872.0,8.91,9.1,11986.0
2025-03-14,1,10842.0,1.98,18.1,6994.0,3291.0,7.5,7.8,10285.0
2025-03-14,2,10742.0,2.2,18.6,6423.0,2745.0,6.84,7.22,9168.0
2025-03-14,3,10509.0,2.53,20.21,6472.0,2724.0,6.94,7.32,9196.0
2025-03-14,4,9802.0,2.75,18.92,6232.0,2637.0,6.75,7.14,8870.0
2025-03-14,5,13998.0,3.17,13.23,7110.0,3153.0,7.93,8.23,10263.0
2025-03-14,6,15331.0,3.47,10.65,11327.0,5546.0,15.3,15.06,16873.0
2025-03-14,7,18443.0,3.04,5.48,13836.0,6967.0,20.94,20.25,20802.0
2025-03-14,8,18226.0,2.62,4.94,13114.0,7044.0,19.4,18.66,20158.0
2025-03-14,9,18144.0,2.29,4.63,12415.0,6682.0,17.98,17.37,19097.0
2025-03-14,10,17957.0,2.24,4.68,11255.0,6141.0,15.19,14.75,17396.0
2025-03-14,11,17662.0,2.39,5.41,11233.0,5600.0,14.89,14.64,16833.0
2025-03-14,12,17693.0,2.55,5.58,11141.0,5484.0,14.88,14.68,16625.0
2025-03-14,13,16190.0,2.69,8.05,10825.0,5307.0,14.22,14.05,16131.0
2025-03-14,14,14650.0,2.57,10.88,10283.0,5142.0,13.07,12.95,15425.0
2025-03-14,15,14935.0,2.44,12.18,10070.0,5160.0,12.62,12.49,15230.0
2025-03-14,16,15147.0,2.4,12.39,10040.0,5354.0,12.64,12.44,15394.0
2025-03-14,17,15222.0,2.29,12.36,10458.0,5912.0,13.55,13.17,16370.0
2025-03-14,18,16239.0,1.95,12.06,11456.0,6498.0,15.66,15.1,17954.0
2025-03-14,19,17552.0,1.76,10.02,12028.0,6324.0,17.24,16.76,18352.0
2025-03-14,20,17435.0,1.58,9.79,12009.0,6292.0,17.49,17.01,18301.0
2025-03-14,21,16227.0,1.43,10.56,11203.0,5827.0,15.82,15.49,17030.0
2025-03-14,22,15851.0,1.35,10.67,10400.0,5037.0,13.62,13.52,15436.0
2025-03-14,23,15821.0,1.47,10.63,10613.0,4482.0,13.95,14.02,15094.0
2025-03-15,0,14655.0,1.69,11.02,8741.0,3973.0,10.36,10.35,12714.0
2025-03-15,1,11995.0,2.11,16.51,6842.0,3346.0,7.31,7.45,10189.0
2025-03-15,2,10966.0,2.41,18.85,6325.0,3082.0,6.84,7.04,9408.0
2025-03-15,3,10835.0,2.68,18.77,6402.0,3105.0,7.02,7.22,9507.0
2025-03-15,4,10686.0,2.91,17.74,6445.0,3120.0,7.2,7.39,9565.0
2025-03-15,5,12931.0,3.32,15.24,6661.0,3391.0,7.92,8.03,10052.0
2025-03-15,6,15052.0,3.51,12.71,10208.0,5303.0,13.43,13.09,15511.0
2025-03-15,7,17264.0,3.2,8.4,13441.0,6834.0,19.99,19.33,20275.0
2025-03-15,8,17439.0,2.5,6.99,13908.0,7158.0,21.1,20.33,21066.0
2025-03-15,9,18300.0,1.87,4.6,13972.0,7175.0,21.19,20.42,21147.0
2025-03-15,10,18269.0,1.39,4.34,13642.0,6476.0,20.74,20.22,20118.0
2025-03-15,11,19012.0,1.1,4.12,14018.0,6004.0,21.72,21.37,20022.0
2025-03-15,12,19563.0,1.01,4.12,13715.0,5768.0,21.06,20.78,19483.0
2025-03-15,13,19537.0,1.06,4.12,13419.0,5664.0,20.52,20.27,19083.0
2025-03-15,14,19204.0,1.2,4.08,12999.0,5449.0,19.41,19.22,18447.0
2025-03-15,15,19358.0,1.39,4.09,12579.0,5634.0,18.1,17.86,18213.0
2025-03-15,16,18893.0,1.52,4.04,13012.0,5664.0,19.35,19.11,18675.0
2025-03-15,17,18165.0,1.52,3.98,12309.0,6292.0,3292.68,17.07,18600.0
2025-03-15,18,18039.0,1.39,3.96,12389.0,6616.0,17.97,17.39,19005.0
2025-03-15,19,18473.0,1.28,4.0,12049.0,6383.0,17.26,16.75,18432.0
2025-03-15,20,19734.0,1.49,4.15,11810.0,6276.0,16.67,16.2,18086.0
2025-03-15,21,19955.0,1.91,4.26,10927.0,5618.0,14.79,14.53,16545.0
2025-03-15,22,19014.0,2.83,6.46,8584.0,4980.0,9.98,9.89,13564.0
2025-03-15,23,13397.0,3.36,11.34,8040.0,4778.0,8.99,8.95,12818.0
2025-03-16,0,1457.0,2.5,3.74,7282.0,4003.0,7.66,7.82,11285.0
2025-03-16,1,13064.0,1.74,13.45,7108.0,3510.0,7.59,7.85,10618.0
2025-03-16,2,10503.0,2.1,17.36,6478.0,3037.0,7.02,7.35,9515.0
2025-03-16,3,9830.0,2.25,18.14,6207.0,2716.0,6.83,7.21,8924.0
2025-03-16,4,9666.0,2.44,17.87,5699.0,2592.0,6.42,6.81,8291.0
2025-03-16,5,14288.0,3.13,13.17,5758.0,3264.0,7.03,7.29,9022.0
2025-03-16,6,13030.0,3.52,15.87,8802.0,5076.0,11.45,11.3,13878.0
2025-03-16,7,17104.0,3.26,9.38,12545.0,6584.0,563.79,17.41,19130.0
2025-03-16,8,17276.0,2.62,8.03,14167.0,6980.0,2204.78,20.85,21146.0
2025-03-16,9,19133.0,2.0,4.84,14437.0,7025.0,22.23,21.53,21462.0
2025-03-16,10,19190.0,1.67,4.24,13561.0,6546.0,20.29,19.75,20107.0
2025-03-16,11,19262.0,1.66,4.09,12264.0,6056.0,17.35,16.97,18320.0
2025-03-16,12,19260.0,1.97,4.31,11145.0,5777.0,14.96,14.65,16922.0
2025-03-16,13,17525.0,2.39,7.17,10662.0,5614.0,13.95,13.69,16277.0
2025-03-16,14,14555.0,2.33,11.66,10193.0,5392.0,13.21,13.01,15585.0
2025-03-16,15,14311.0,2.14,11.19,9705.0,5392.0,12.42,12.2,15098.0
2025-03-16,16,14589.0,1.95,11.42,10239.0,5562.0,13.45,13.19,15801.0
2025-03-16,17,16851.0,1.75,9.39,10914.0,6258.0,14.81,14.31,17171.0
2025-03-16,18,17920.0,1.67,7.29,12027.0,6652.0,17.05,16.43,18679.0
2025-03-16,19,18644.0,1.57,6.12,12433.0,6473.0,18.2,17.67,18905.0
2025-03-16,20,18680.0,1.56,6.1,12098.0,6280.0,17.31,16.83,18378.0
2025-03-16,21,17570.0,1.69,8.06,11237.0,5901.0,15.43,15.09,17138.0
2025-03-16,22,15671.0,1.72,12.42,9834.0,5159.0,12.18,12.06,14993.0
2025-03-16,23,14102.0,1.89,14.91,9034.0,4842.0,10.85,10.8,13877.0
2025-03-17,0,12308.0,1.92,15.74,7270.0,3956.0,7.85,7.98,11226.0
2025-03-17,1,12033.0,2.21,15.68,6718.0,3479.0,7.21,7.44,10197.0
2025-03-17,2,12090.0,2.6,16.39,6680.0,3253.0,7.25,7.5,9933.0
2025-03-17,3,12241.0,3.0,17.25,6821.0,3280.0,7.45,7.71,10101.0
2025-03-17,4,10553.0,3.34,18.49,6385.0,3103.0,7.09,7.38,9488.0
2025-03-17,5,10602.0,3.39,17.83,6698.0,3358.0,7.75,7.98,10056.0
2025-03-17,6,16360.0,3.43,10.64,11554.0,5863.0,15.82,15.46,17417.0
2025-03-17,7,18391.0,2.89,6.34,14780.0,7316.0,23.21,22.4,22095.0
2025-03-17,8,18501.0,2.24,5.4,14067.0,7091.0,21.54,20.8,21158.0
2025-03-17,9,18484.0,1.84,5.05,13083.0,6754.0,19.26,18.64,19837.0
2025-03-17,10,18312.0,1.7,4.97,11823.0,6424.0,16.24,15.72,18247.0
2025-03-17,11,18261.0,1.92,5.07,10467.0,5815.0,12.95,12.63,16283.0
2025-03-17,12,17460.0,2.24,6.59,10706.0,5578.0,13.55,13.31,16284.0
2025-03-17,13,15631.0,2.29,9.38,10416.0,5424.0,13.08,12.88,15840.0
2025-03-17,14,15172.0,2.23,9.68,9930.0,5263.0,12.25,12.27,15192.0
2025-03-17,15,14152.0,2.17,10.95,9582.0,5283.0,11.45,11.27,14864.0
2025-03-17,16,14320.0,1.97,10.93,9974.0,5568.0,12.46,12.2,15542.0
2025-03-17,17,16268.0,1.75,8.07,10750.0,6057.0,13.99,13.59,16807.0
2025-03-17,18,17428.0,1.63,6.25,11787.0,6684.0,16.15,15.53,18471.0
2025-03-17,19,18309.0,1.49,5.99,12306.0,6540.0,17.81,17.26,18847.0
2025-03-17,20,18285.0,1.33,5.96,12624.0,6658.0,18.28,17.69,19281.0
2025-03-17,21,18748.0,1.23,6.09,12156.0,6147.0,17.61,17.19,18303.0
2025-03-17,22,15189.0,1.18,12.69,10744.0,5405.0,14.33,14.15,16149.0
2025-03-17,23,15436.0,1.23,13.55,9560.0,4409.0,11.54,11.61,13969.0
2025-03-18,0,13272.0,1.58,14.13,8019.0,3649.0,8.8,9.04,11667.0
2025-03-18,1,12158.0,1.85,16.25,7043.0,3262.0,7.57,7.89,10305.0
2025-03-18,2,10574.0,2.24,18.89,6086.0,2694.0,6.53,6.91,8780.0
2025-03-18,3,10030.0,2.52,19.7,6015.0,2644.0,6.51,6.9,8660.0
2025-03-18,4,9640.0,2.74,18.61,5958.0,2618.0,6.59,6.99,8576.0
2025-03-18,5,12985.0,3.08,13.85,6577.0,3375.0,7.47,7.73,9952.0
2025-03-18,6,17151.0,3.49,9.86,11692.0,5835.0,16.19,15.87,17527.0
2025-03-18,7,18260.0,3.0,6.92,14361.0,7220.0,22.25,21.48,21581.0
2025-03-18,8,18185.0,2.45,5.55,13393.0,7177.0,19.98,19.21,20570.0
2025-03-18,9,18239.0,2.03,5.15,12752.0,6892.0,18.75,18.06,19643.0
2025-03-18,10,18010.0,1.91,5.23,11303.0,6176.0,15.42,14.97,17480.0
2025-03-18,11,15971.0,1.98,8.46,10300.0,5672.0,12.94,12.66,15972.0
2025-03-18,12,15992.0,1.99,8.49,10221.0,5576.0,12.79,12.53,15797.0
2025-03-18,13,15894.0,2.02,8.41,10121.0,5465.0,12.52,12.3,15586.0
2025-03-18,14,16092.0,2.11,8.63,9936.0,5369.0,12.28,12.09,15304.0
2025-03-18,15,14425.0,2.1,11.05,9920.0,5377.0,12.26,12.07,15297.0
2025-03-18,16,15704.0,1.94,9.23,10175.0,5473.0,12.6,12.38,15648.0
2025-03-18,17,17501.0,2.06,7.69,10884.0,5877.0,16937.25,13.89,16760.0
2025-03-18,18,17739.0,2.03,7.79,12170.0,6642.0,32769.0,16.54,18813.0
2025-03-18,19,18369.0,1.86,6.59,12315.0,6484.0,32769.0,16.99,18800.0
2025-03-18,20,18571.0,1.78,6.43,12457.0,6561.0,32769.0,17.29,19018.0
2025-03-18,21,18175.0,1.75,6.27,11781.0,6124.0,32769.0,16.31,17905.0
2025-03-18,22,18801.0,1.93,6.62,11115.0,5456.0,32769.0,14.89,16570.0
2025-03-18,23,16502.0,2.39,7.83,10369.0,5173.0,32769.0,13.23,15541.0
2025-03-19,0,13256.0,2.41,14.84,8360.0,4204.0,32769.0,9.54,12564.0
2025-03-19,1,12424.0,2.5,17.01,7768.0,3939.0,32769.0,8.8,11707.0
2025-03-19,2,12494.0,2.68,17.44,7519.0,3769.0,32769.0,8.56,11289.0
2025-03-19,3,12535.0,2.95,17.81,7010.0,3571.0,32769.0,7.99,10581.0
2025-03-19,4,11966.0,3.26,16.93,7005.0,3560.0,32769.0,8.1,10565.0
2025-03-19,5,13148.0,3.54,13.81,7580.0,3957.0,32769.0,9.15,11536.0
2025-03-19,6,15460.0,3.48,11.29,11820.0,6232.0,32769.0,16.05,18053.0
2025-03-19,7,16131.0,2.57,9.0,14056.0,7657.0,27311.02,20.36,21713.0
2025-03-19,8,18509.0,1.76,4.35,13491.0,7513.0,20.28,19.35,21004.0
2025-03-19,9,18732.0,1.48,4.04,11855.0,7220.0,16.59,15.77,19075.0
2025-03-19,10,18657.0,1.51,4.03,11054.0,6633.0,14.81,14.2,17687.0
2025-03-19,11,18512.0,1.86,4.4,9890.0,6271.0,11.92,11.48,16160.0
2025-03-19,12,16388.0,2.11,7.82,10023.0,5994.0,12.29,11.95,16017.0
2025-03-19,13,17899.0,2.27,5.58,10368.0,5994.0,12.97,12.64,16362.0
2025-03-19,14,17270.0,2.61,6.76,9767.0,5834.0,11.88,11.58,15601.0
2025-03-19,15,16946.0,2.9,8.44,10066.0,5909.0,12.38,12.01,15975.0
2025-03-19,16,14615.0,2.79,11.75,10493.0,5916.0,13.36,12.93,16410.0
2025-03-19,17,16235.0,2.49,10.27,10765.0,6523.0,14.24,13.65,17288.0
2025-03-19,18,16568.0,2.21,9.67,11298.0,7108.0,15.15,14.36,18406.0
2025-03-19,19,18027.0,1.9,7.47,12007.0,6973.0,17.09,16.35,18980.0
2025-03-19,20,18256.0,1.75,6.83,12017.0,6968.0,17.16,16.41,18986.0
2025-03-19,21,18200.0,1.64,6.88,11612.0,6557.0,16.45,15.86,18169.0
2025-03-19,22,16886.0,1.74,8.67,10422.0,5557.0,13.65,13.41,15979.0
2025-03-19,23,17539.0,2.08,9.78,9588.0,5268.0,11.99,11.82,14855.0
2025-03-20,0,12073.0,2.35,15.97,7403.0,4380.0,7.95,7.74,11783.0
2025-03-20,1,12140.0,2.47,16.64,7033.0,4327.0,7.56,7.37,11360.0
2025-03-20,2,10912.0,2.64,18.44,6328.0,3570.0,6.77,6.82,9899.0
2025-03-20,3,10811.0,2.85,19.13,6094.0,3216.0,6.58,6.75,9310.0
2025-03-20,4,9875.0,3.04,16.75,6141.0,3235.0,6.61,6.77,9376.0
2025-03-20,5,13554.0,3.24,14.06,7301.0,3905.0,8.38,8.38,11206.0
2025-03-20,6,16902.0,3.43,10.62,11960.0,6332.0,16.89,16.4,18292.0
2025-03-20,7,19067.0,2.9,5.11,14337.0,7710.0,22.11,21.14,22046.0
2025-03-20,8,19204.0,2.44,4.62,13188.0,7680.0,19.31,18.33,20868.0
2025-03-20,9,18938.0,2.2,4.37,12553.0,7358.0,18.1,17.23,19911.0
2025-03-20,10,17360.0,2.08,6.48,10438.0,6580.0,13.72,13.12,17019.0
2025-03-20,11,15939.0,2.25,8.92,8662.0,6276.0,9.92,9.39,14938.0
2025-03-20,12,16723.0,2.15,7.99,10091.0,7197.0,12.63,11.75,17288.0
2025-03-20,13,17386.0,2.15,7.47,10040.0,7246.0,12.33,11.44,17286.0
2025-03-20,14,17394.0,2.23,7.55,9498.0,6885.0,11.43,10.68,16383.0
