date,hour,PK_Qin,PK_Level,PK_Inlet,PK_F,PK_P,PK_ZM01,PK_ZM02,TotalFlow
2026-03-31,4,8972.0,6.11,11.37,6001.0,5.04,4320.07,1685.88,6005.95
2026-03-31,5,10896.0,6.32,12.52,10346.0,11.18,7053.27,3418.17,10471.43
2026-03-31,6,14956.0,6.22,14.52,17679.0,25.74,11764.47,6029.6,17794.07
2026-03-31,7,16134.0,5.78,16.12,21402.0,34.47,14001.12,7404.1,21405.22
2026-03-31,8,16343.0,5.31,16.33,20341.0,31.59,13268.93,7052.2,20321.13
2026-03-31,9,16400.0,4.99,16.42,18965.0,28.1,12400.57,6536.47,18937.03
2026-03-31,10,16232.0,4.84,16.39,17331.0,23.89,11376.35,5933.48,17309.83
2026-03-31,11,15798.0,4.81,17.56,15385.0,19.5,10169.67,5164.32,15333.98
2026-03-31,12,15713.0,5.0,18.05,12979.0,14.7,8728.18,4217.08,12945.27
2026-03-31,13,14179.0,5.33,17.33,11741.0,12.7,7986.48,3741.68,11728.17
2026-03-31,14,14928.0,5.64,18.3,10844.0,11.13,7378.55,3461.27,10839.82
2026-03-31,15,13956.0,6.07,19.34,10895.0,11.23,7397.25,3502.93,10900.18
2026-03-31,16,10805.0,6.11,20.05,13064.0,14.87,8722.27,4404.17,13126.43
2026-03-31,17,10774.0,5.72,19.98,15744.0,20.04,10357.05,5402.88,15759.93
2026-03-31,18,11179.0,5.17,19.96,16928.0,22.97,11151.43,5796.95,16948.38
2026-03-31,19,12478.0,4.65,18.86,17525.0,24.63,11575.6,5959.17,17534.77
2026-03-31,20,13647.0,4.19,17.83,17772.0,25.27,11734.27,6031.78,17766.05
2026-03-31,21,13732.0,3.87,17.48,16415.0,22.21,10893.13,5490.35,16383.48
2026-03-31,22,13853.0,3.73,17.41,13728.0,16.66,9202.43,4449.45,13651.88
2026-03-31,23,14593.0,4.0,15.93,11053.0,10.79,7347.1,3643.57,10990.67
2026-04-01,0,9479.0,4.3,9.89,7368.0,5.59,5149.22,2224.35,7373.57
2026-04-01,1,9492.0,4.53,9.82,7195.0,5.57,5024.82,2154.67,7179.48
2026-04-01,2,10010.0,4.84,9.55,6464.0,5.1,4616.68,1839.22,6455.9
2026-04-01,3,10086.0,5.25,9.38,5913.0,4.73,4315.42,1591.03,5906.45
2026-04-01,4,10051.0,5.71,9.4,5591.0,4.72,4157.12,1433.87,5590.98
2026-04-01,5,13946.0,6.16,13.15,10041.0,10.67,6941.3,3232.6,10173.9
2026-04-01,6,16104.0,6.33,17.05,17514.0,25.16,11666.9,5958.78,17625.68
2026-04-01,7,15726.0,5.96,16.93,20776.0,32.63,13629.37,7146.92,20776.28
2026-04-01,8,14847.0,5.45,17.16,20216.0,31.25,13257.7,6943.22,20200.92
2026-04-01,9,14047.0,4.93,17.91,18614.0,27.31,12230.17,6347.5,18577.67
2026-04-01,10,13979.0,4.57,17.8,16962.0,23.26,11166.33,5776.52,16942.85
2026-04-01,11,14102.0,4.37,18.0,15053.0,18.75,10008.17,5007.37,15015.53
2026-04-01,12,14492.0,4.42,18.06,12799.0,14.4,8643.92,4118.07,12761.98
2026-04-01,13,15178.0,4.73,17.61,11505.0,12.34,7880.8,3616.27,11497.07
2026-04-01,14,14662.0,5.15,16.94,11120.0,11.75,7651.72,3462.98,11114.7
2026-04-01,15,14616.0,5.5,16.76,11386.0,11.94,7734.65,3659.22,11393.87
2026-04-01,16,13799.0,5.73,16.37,13292.0,15.2,8901.77,4439.92,13341.68
2026-04-01,17,13614.0,5.62,16.52,16002.0,20.69,10595.63,5443.18,16038.82
2026-04-01,18,13579.0,5.33,16.42,17050.0,23.12,11261.37,5796.92,17058.28
2026-04-01,19,13518.0,4.97,16.33,17549.0,24.72,11625.62,5927.65,17553.27
2026-04-01,20,13441.0,4.55,16.23,17960.0,25.69,11877.42,6082.25,17959.67
2026-04-01,21,12499.0,4.12,16.54,16547.0,22.46,10984.9,5527.4,16512.3
2026-04-01,22,12475.0,3.86,16.47,13748.0,16.79,9243.62,4449.62,13693.23
2026-04-01,23,12447.0,3.94,16.44,10277.0,10.56,6988.23,3239.3,10227.53
2026-04-02,0,9997.0,4.19,10.07,7706.0,6.03,5325.57,2350.32,7675.88
2026-04-02,1,11060.0,4.54,9.66,7071.0,5.5,4981.37,2081.75,7063.12
2026-04-02,2,10980.0,5.0,10.1,6526.0,5.14,4634.88,1885.83,6520.72
2026-04-02,3,10698.0,5.47,10.21,6161.0,4.92,4461.4,1694.25,6155.65
2026-04-02,4,10442.0,5.96,10.28,5989.0,4.99,4348.02,1638.12,5986.13
2026-04-02,5,11097.0,6.32,13.23,10010.0,10.57,6895.8,3254.7,10150.5
2026-04-02,6,12841.0,6.08,17.83,17716.0,25.72,11777.32,6039.7,17817.02
2026-04-02,7,16137.0,5.54,16.82,21203.0,33.92,13857.45,7351.17,21208.62
2026-04-02,8,15652.0,5.06,17.48,20437.0,31.88,13376.13,7043.7,20419.83
2026-04-02,9,16467.0,4.69,17.39,18805.0,27.82,12338.32,6434.62,18772.93
2026-04-02,10,16421.0,4.56,17.35,17175.0,23.67,11288.08,5866.35,17154.43
2026-04-02,11,15060.0,4.5,17.59,15437.0,19.49,10234.67,5164.32,15398.98
2026-04-02,12,15447.0,4.65,18.14,12958.0,14.61,8750.0,4166.57,12916.57
2026-04-02,13,14988.0,4.99,17.51,11632.0,12.39,7939.67,3690.18,11629.85
2026-04-02,14,15093.0,5.36,17.59,11427.0,12.06,7790.1,3632.03,11422.13
2026-04-02,15,15116.0,5.76,17.66,11544.0,11.98,7782.6,3770.05,11552.65
2026-04-02,16,14195.0,6.03,17.97,13762.0,15.97,9173.15,4660.05,13833.2
2026-04-02,17,13689.0,5.89,18.68,16394.0,21.29,10759.7,5644.32,16404.02
2026-04-02,18,13716.0,5.57,18.77,17472.0,24.14,11487.97,5995.77,17483.73
2026-04-02,19,13829.0,5.2,18.96,17744.0,25.22,11679.85,6072.98,17752.83
2026-04-02,20,13911.0,4.8,19.08,18171.0,26.33,11961.62,6208.02,18169.63
2026-04-02,21,13531.0,4.43,17.91,16745.0,22.98,11076.1,5630.35,16706.45
2026-04-02,22,14030.0,4.27,18.62,14464.0,17.53,9562.57,4874.57,14437.13
2026-04-02,23,14648.0,4.4,19.62,11776.0,12.3,7718.1,3977.17,11695.27
2026-04-03,0,10983.0,4.75,12.92,8256.0,6.69,5592.58,2642.48,8235.07
2026-04-03,1,11257.0,5.1,11.69,7555.0,5.86,5178.75,2366.28,7545.03
2026-04-03,2,11075.0,5.51,12.83,6978.0,5.56,4826.08,2142.63,6968.72
2026-04-03,3,11216.0,5.97,14.01,6693.0,5.55,4673.73,2011.4,6685.13
2026-04-03,4,7173.0,6.3,12.87,6596.0,5.38,4654.55,1940.57,6595.12
2026-04-03,5,10019.0,6.27,13.57,10312.0,11.26,7032.37,3409.35,10441.72
2026-04-03,6,14878.0,6.15,17.08,17786.0,25.93,11824.38,6075.73,17900.12
2026-04-03,7,15181.0,5.64,17.48,21491.0,34.59,14049.67,7452.05,21501.72
2026-04-03,8,14976.0,5.04,17.23,20585.0,32.09,13451.07,7113.08,20564.15
2026-04-03,9,14711.0,4.53,16.9,19354.0,29.04,12700.93,6621.43,19322.37
2026-04-03,10,14657.0,4.18,16.77,17447.0,24.12,11471.98,5943.25,17415.23
2026-04-03,11,14786.0,4.02,16.99,15340.0,19.15,10183.1,5121.85,15304.95
2026-04-03,12,14912.0,4.1,17.12,13172.0,14.98,8879.42,4243.18,13122.6
2026-04-03,13,14983.0,4.41,17.23,11437.0,12.03,7824.93,3612.67,11437.6
2026-04-03,14,14944.0,4.79,17.19,11311.0,11.85,7751.9,3558.15,11310.05
2026-04-03,15,15118.0,5.17,17.39,11825.0,12.35,7964.27,3879.33,11843.6
2026-04-03,16,15169.0,5.43,17.49,14191.0,16.63,9420.52,4829.17,14249.68
2026-04-03,17,15353.0,5.4,17.77,16770.0,22.13,11003.83,5780.15,16783.98
2026-04-03,18,15360.0,5.25,17.78,17447.0,24.04,11476.3,5981.88,17458.18
2026-04-03,19,13615.0,5.0,18.01,17561.0,24.59,11584.84,5977.69,17562.52
2026-04-03,20,12945.0,4.53,17.89,17821.0,25.48,11768.05,6047.0,17815.05
2026-04-03,21,13374.0,4.14,17.47,16530.0,22.46,10967.08,5536.42,16503.5
2026-04-03,22,13390.0,3.97,17.47,13924.0,17.05,9299.48,4583.23,13882.72
2026-04-03,23,13440.0,4.07,17.56,11213.0,11.77,7362.28,3783.3,11145.58
2026-04-04,0,9372.0,4.33,10.46,7644.0,5.84,5258.38,2362.6,7620.98
2026-04-04,1,10334.0,4.55,9.91,7511.0,5.76,5209.0,2293.68,7502.68
2026-04-04,2,11204.0,4.95,10.84,6908.0,5.44,4832.78,2068.22,6901.0
2026-04-04,3,11179.0,5.42,11.58,6737.0,5.36,4731.85,2010.05,6741.9
2026-04-04,4,11001.0,5.87,12.21,6778.0,5.49,4766.12,2016.25,6782.37
2026-04-04,5,10856.0,6.2,12.08,9561.0,9.83,6545.98,3098.78,9644.77
2026-04-04,6,14256.0,6.17,16.43,15673.0,20.77,10504.68,5275.67,15780.35
2026-04-04,7,14754.0,5.82,17.0,20406.0,31.38,13396.48,7048.47,20444.95
2026-04-04,8,14579.0,5.19,16.77,21275.0,33.9,13913.33,7361.53,21274.87
2026-04-04,9,14471.0,4.54,16.59,20652.0,32.36,13501.67,7138.0,20639.67
2026-04-04,10,14354.0,3.97,16.47,19468.0,29.24,12744.68,6703.95,19448.63
2026-04-04,11,14366.0,3.55,16.48,17436.0,24.1,11505.7,5883.98,17389.68
2026-04-04,12,14617.0,3.36,16.82,15690.0,20.03,10437.63,5226.17,15663.8
2026-04-04,13,14872.0,3.34,16.74,14213.0,16.88,9515.48,4668.83,14184.32
2026-04-04,14,16211.0,3.57,15.93,13018.0,14.51,8762.53,4252.7,13015.23
2026-04-04,15,16150.0,3.92,15.86,13058.0,14.34,8733.13,4330.93,13064.07
2026-04-04,16,16110.0,4.16,15.89,15068.0,18.33,10001.26,5114.49,15115.75
2026-04-04,17,16013.0,4.17,15.74,17177.0,23.01,11304.8,5897.9,17202.7
2026-04-04,18,15880.0,4.01,15.56,18164.0,25.52,11935.95,6241.28,18177.23
2026-04-04,19,15719.0,3.79,15.39,18361.0,26.37,12114.65,6246.72,18361.37
2026-04-04,20,16076.0,3.56,15.81,18236.0,26.33,12052.35,6167.77,18220.12
2026-04-04,21,15629.0,3.43,15.35,16804.0,23.04,11194.58,5578.75,16773.33
2026-04-04,22,16254.0,3.43,15.99,15212.0,19.16,9997.97,5172.47,15170.43
2026-04-04,23,16701.0,3.8,16.52,11036.0,11.12,7304.18,3673.6,10977.78
2026-04-05,0,13920.0,4.51,13.52,8273.0,6.48,5579.12,2660.78,8239.9
2026-04-05,1,10772.0,4.93,9.77,7442.0,5.5,5082.37,2353.42,7435.78
2026-04-05,2,10502.0,5.28,9.97,7136.0,5.4,4896.17,2234.82,7130.98
2026-04-05,3,9974.0,5.65,10.11,6526.0,4.96,4554.08,1961.87,6515.95
2026-04-05,4,10370.0,6.03,10.78,6538.0,5.12,4593.37,1944.38,6537.75
2026-04-05,5,10279.0,6.33,12.15,8763.0,8.54,5997.05,2838.55,8835.6
2026-04-05,6,13208.0,6.33,17.88,14747.0,18.71,9754.2,5100.75,14854.95
2026-04-05,7,15298.0,6.07,20.17,19086.0,28.07,12459.23,6682.35,19141.58
2026-04-05,8,14831.0,5.6,19.33,20488.0,31.66,13341.61,7147.91,20489.52
2026-04-05,9,14580.0,5.02,18.89,20443.0,31.53,13347.57,7071.18,20418.75
2026-04-05,10,14251.0,4.48,18.37,19335.0,28.93,12686.98,6631.45,19318.43
2026-04-05,11,14073.0,4.06,18.09,17121.0,23.43,11343.95,5739.05,17083.0
2026-04-05,12,14023.0,3.87,17.99,15332.0,19.19,10261.83,5051.05,15312.88
2026-04-05,13,14072.0,3.81,18.09,14035.0,16.68,9468.82,4545.82,14014.63
2026-04-05,14,14168.0,3.89,18.2,12916.0,14.37,8691.23,4209.92,12901.15
2026-04-05,15,16117.0,4.15,16.75,12571.0,13.72,8492.15,4082.58,12574.73
2026-04-05,16,15906.0,4.47,17.09,14123.0,16.62,9471.32,4697.07,14168.38
2026-04-05,17,15729.0,4.52,17.13,16745.0,21.99,11055.18,5731.05,16786.23
2026-04-05,18,15704.0,4.37,17.1,17908.0,24.84,11739.08,6167.62,17906.7
2026-04-05,19,14888.0,4.13,16.02,18083.0,25.75,11943.93,6150.97,18094.9
2026-04-05,20,14586.0,3.8,15.62,18002.0,25.7,11882.18,6094.4,17976.58
2026-04-05,21,14547.0,3.55,15.57,16497.0,22.53,10966.02,5508.57,16474.58
2026-04-05,22,14499.0,3.48,15.56,13896.0,16.85,9284.22,4538.6,13822.82
2026-04-05,23,14556.0,3.76,15.63,10540.0,10.45,6997.1,3502.83,10499.93
2026-04-06,0,9421.0,4.13,9.65,7375.0,5.32,5109.52,2238.93,7348.45
2026-04-06,1,9325.0,4.35,9.32,7210.0,5.29,5028.72,2175.85,7204.57
2026-04-06,2,10554.0,4.66,9.67,6870.0,5.22,4822.57,2042.78,6865.35
2026-04-06,3,10294.0,5.09,9.46,6070.0,4.57,4379.33,1676.48,6055.82
2026-04-06,4,10178.0,5.52,9.15,6141.0,4.7,4403.83,1741.53,6145.37
2026-04-06,5,14156.0,5.99,13.46,9675.0,9.79,6560.22,3222.75,9782.97
2026-04-06,6,15222.0,6.2,16.67,16078.0,21.43,10715.33,5467.5,16182.83
2026-04-06,7,15594.0,5.88,17.18,20687.0,32.1,13583.48,7143.2,20726.68
2026-04-06,8,15979.0,5.36,17.71,21204.0,33.52,13822.75,7372.47,21195.22
2026-04-06,9,15686.0,4.86,17.32,20455.0,31.59,13327.52,7108.83,20436.35
2026-04-06,10,15611.0,4.44,17.24,19256.0,28.55,12575.12,6662.9,19238.02
2026-04-06,11,15633.0,4.18,17.26,17327.0,23.74,11412.82,5873.67,17286.48
2026-04-06,12,15752.0,4.11,17.44,15720.0,19.91,10426.87,5267.1,15693.97
2026-04-06,13,15850.0,4.21,17.58,14118.0,16.69,9440.92,4650.98,14091.9
2026-04-06,14,15911.0,4.46,17.64,13302.0,14.77,8844.37,4457.0,13301.37
2026-04-06,15,15676.0,4.76,17.36,13091.0,14.35,8705.07,4386.18,13091.25
2026-04-06,16,15601.0,4.97,17.22,14751.0,17.54,9754.13,5049.68,14803.82
2026-04-06,17,15076.0,4.93,17.51,17208.0,22.84,11259.15,5969.75,17228.9
2026-04-06,18,14376.0,4.62,18.1,18277.0,25.78,11938.83,6346.42,18285.25
2026-04-06,19,14334.0,4.24,18.03,18223.0,26.15,11980.17,6243.18,18223.35
2026-04-06,20,14273.0,3.87,17.95,18280.0,26.26,11991.73,6280.18,18271.92
2026-04-06,21,14248.0,3.53,17.91,17095.0,23.66,11303.22,5766.17,17069.38
2026-04-06,22,14177.0,3.36,17.77,15096.0,18.83,9857.03,5187.63,15044.67
2026-04-06,23,15493.0,3.57,16.33,11054.0,11.2,7267.55,3725.18,10992.73
2026-04-07,0,10881.0,3.99,9.48,7783.0,5.84,5346.42,2403.27,7749.68
2026-04-07,1,10998.0,4.39,9.61,7122.0,5.27,4966.52,2142.75,7109.27
2026-04-07,2,10540.0,4.81,9.75,6445.0,4.86,4577.72,1862.37,6440.08
2026-04-07,3,10615.0,5.25,9.84,6262.0,4.78,4479.08,1786.28,6265.37
2026-04-07,4,11890.0,5.78,12.16,6132.0,4.9,4346.38,1775.67,6122.05
2026-04-07,5,11772.0,6.21,17.02,10476.0,11.11,7099.52,3509.97,10609.48
2026-04-07,6,14830.0,6.09,17.25,17898.0,26.09,11893.0,6123.12,18016.12
2026-04-07,7,15526.0,5.61,16.58,21533.0,34.46,14077.8,7467.7,21545.5
2026-04-07,8,15413.0,5.05,16.46,20673.0,32.22,13504.12,7142.07,20646.18
2026-04-07,9,15361.0,4.6,16.37,19056.0,28.16,12477.77,6543.33,19021.1
2026-04-07,10,15431.0,4.33,16.52,17419.0,24.04,11458.52,5946.03,17404.55
2026-04-07,11,16133.0,4.25,17.42,15446.0,19.38,10233.38,5157.27,15390.65
2026-04-07,12,16786.0,4.53,18.3,12928.0,14.45,8724.08,4172.08,12896.17
2026-04-07,13,16914.0,5.03,18.46,11777.0,12.51,8021.67,3750.57,11772.23
2026-04-07,14,14904.0,5.5,19.82,11405.0,11.97,7769.85,3628.82,11398.67
2026-04-07,15,14483.0,5.84,19.66,11813.0,12.43,7932.88,3896.33,11829.22
2026-04-07,16,13993.0,6.02,18.85,14012.0,16.22,9298.72,4768.88,14067.6
2026-04-07,17,14553.0,5.87,17.62,16777.0,21.92,11024.53,5795.95,16820.48
2026-04-07,18,15776.0,5.64,16.9,18383.0,25.93,12048.05,6342.93,18390.98
2026-04-07,19,16105.0,5.4,16.76,18697.0,27.16,12278.33,6419.2,18697.53
2026-04-07,20,17198.0,5.22,16.35,18813.0,27.54,12368.37,6441.92,18810.28
2026-04-07,21,17549.0,5.17,16.78,17086.0,23.47,11268.9,5769.75,17038.65
2026-04-07,22,17972.0,5.41,17.28,14075.0,17.14,9367.72,4646.83,14014.55
2026-04-07,23,18609.0,6.08,18.63,10682.0,10.7,7023.15,3621.03,10644.18
2026-04-08,0,9330.0,6.17,7.27,8540.0,6.9,5810.48,2699.75,8510.23
2026-04-08,1,408.0,5.4,6.64,7613.0,5.96,5287.5,2310.48,7597.98
2026-04-08,2,4564.0,4.8,9.06,6544.0,5.12,4642.65,1889.9,6532.55
2026-04-08,3,12816.0,5.17,10.84,6251.0,4.94,4459.22,1783.95,6243.17
2026-04-08,4,12733.0,5.91,11.03,5775.0,4.71,4172.2,1603.73,5775.93
2026-04-08,5,11754.0,6.33,12.22,10628.0,11.4,7237.7,3512.6,10750.3
2026-04-08,6,15630.0,6.29,15.06,18198.0,26.73,12092.87,6239.12,18331.98
2026-04-08,7,16076.0,5.85,15.48,21644.0,34.68,14138.17,7509.95,21648.12
2026-04-08,8,16339.0,5.35,15.79,20879.0,32.67,13632.35,7222.9,20855.25
2026-04-08,9,16281.0,4.99,15.69,19140.0,28.38,12540.35,6563.57,19103.92
2026-04-08,10,16723.0,4.81,16.25,17422.0,24.06,11443.48,5957.07,17400.55
2026-04-08,11,16473.0,4.86,17.84,15910.0,20.05,10420.52,5443.5,15864.02
2026-04-08,12,14748.0,4.98,19.31,13265.0,14.93,8865.75,4370.38,13236.13
2026-04-08,13,13762.0,5.17,18.61,11958.0,12.66,8100.92,3847.48,11948.4
2026-04-08,14,13575.0,5.37,18.28,11842.0,12.42,7982.92,3864.88,11847.8
2026-04-08,15,13596.0,5.56,18.34,11967.0,12.45,8023.65,3942.88,11966.53
2026-04-08,16,13820.0,5.68,18.7,14081.0,16.37,9356.23,4796.45,14152.68
2026-04-08,17,13837.0,5.52,18.76,16567.0,21.39,10860.73,5725.22,16585.95
2026-04-08,18,13681.0,5.18,18.5,17806.0,24.53,11684.25,6131.75,17816.0
2026-04-08,19,13701.0,4.77,18.57,18184.0,25.9,11941.72,6246.47,18188.18
2026-04-08,20,14607.0,4.34,17.78,18504.0,26.88,12171.32,6332.07,18503.38
2026-04-08,21,14945.0,4.08,17.41,16817.0,22.73,11093.05,5682.82,16775.87
2026-04-08,22,14790.0,4.04,17.4,13644.0,16.52,9209.08,4366.05,13575.13
2026-04-08,23,14044.0,4.38,17.52,10006.0,10.22,6953.08,3000.55,9953.63
2026-04-09,0,9959.0,4.74,9.62,7233.0,5.22,5085.95,2122.37,7208.32
2026-04-09,1,10198.0,5.02,9.91,7285.0,5.19,5050.6,2238.68,7289.28
2026-04-09,2,10184.0,5.05,9.93,7291.0,5.28,5092.0,2199.0,7291.0
2026-04-09,3,9730.0,5.38,10.08,6884.0,5.05,4819.48,2043.02,6862.5
2026-04-09,4,8759.0,6.05,10.06,5976.0,4.66,4256.15,1717.28,5973.43
2026-04-09,5,10164.0,6.17,10.49,11219.0,12.12,7585.5,3777.62,11363.12
2026-04-09,6,14991.0,5.93,14.84,18554.0,27.16,12247.37,6424.18,18671.55
2026-04-09,7,16138.0,5.47,16.03,21623.0,34.48,14112.82,7510.95,21623.77
2026-04-09,8,16223.0,4.95,16.18,20847.0,32.46,13573.78,7247.8,20821.58
2026-04-09,9,16294.0,4.58,16.25,19382.0,28.71,12670.93,6678.9,19349.83
2026-04-09,10,16526.0,4.4,16.51,17519.0,24.21,11489.57,6014.03,17503.6
2026-04-09,11,16751.0,4.41,16.77,15734.0,19.93,10386.68,5307.32,15694.0
2026-04-09,12,16798.0,4.67,16.86,13140.0,14.56,8833.73,4253.47,13087.2
2026-04-09,13,15515.0,5.12,18.44,11648.0,12.19,7944.07,3700.52,11644.58
2026-04-09,14,13806.0,5.45,17.18,11336.0,11.73,7749.27,3586.5,11335.77
2026-04-09,15,14690.0,5.76,18.49,11685.0,12.02,7850.28,3845.38,11695.67
2026-04-09,16,14086.0,5.98,18.82,14130.0,16.55,9376.57,4825.37,14201.93
2026-04-09,17,13105.0,5.75,19.17,16941.0,22.27,11108.58,5857.25,16965.83
2026-04-09,18,13006.0,5.3,19.01,18253.0,25.48,11915.28,6338.23,18253.52
2026-04-09,19,13892.0,4.81,18.46,18285.0,26.06,11994.52,6297.3,18291.82
2026-04-09,20,15086.0,4.43,17.76,18412.0,26.56,12088.83,6312.05,18400.88
2026-04-09,21,14292.0,4.19,18.02,16976.0,23.33,11211.32,5728.87,16940.18
2026-04-09,22,14506.0,4.03,17.96,14053.0,17.07,9353.8,4639.08,13992.88
2026-04-09,23,14279.0,4.32,18.58,10429.0,10.29,6910.35,3466.32,10376.67
2026-04-10,0,11529.0,4.75,14.23,7777.0,5.94,5284.37,2473.05,7757.42
2026-04-10,1,10717.0,5.12,12.48,7373.0,5.62,5082.62,2282.58,7365.2
2026-04-10,2,10166.0,5.48,13.36,6548.0,5.02,4590.67,1953.68,6544.35
2026-04-10,3,11117.0,5.92,17.64,6490.0,5.28,4523.4,1959.5,6482.9
2026-04-10,4,10094.0,6.38,14.3,6269.0,5.24,4407.88,1873.42,6281.3
2026-04-10,5,12107.0,6.64,14.79,11435.0,12.82,7674.57,3888.67,11563.23
2026-04-10,6,14346.0,6.46,18.43,18085.0,26.5,11944.92,6238.18,18183.1
2026-04-10,7,14622.0,5.91,18.77,21240.0,33.67,13846.07,7401.63,21247.7
2026-04-10,8,14527.0,5.25,18.63,21055.0,33.32,13695.92,7343.27,21039.18
2026-04-10,9,14612.0,4.68,17.75,19259.0,28.56,12591.8,6633.67,19225.47
2026-04-10,10,14823.0,4.32,17.04,17686.0,24.42,11581.6,6090.58,17672.18
2026-04-10,11,14991.0,4.15,17.27,15736.0,19.81,10402.42,5287.4,15689.82
2026-04-10,12,15039.0,4.22,17.34,13472.0,15.23,9038.66,4394.42,13433.08
2026-04-10,13,15230.0,4.49,17.6,12072.0,12.77,8174.47,3891.08,12065.55
2026-04-10,14,15292.0,4.85,17.7,11865.0,12.37,8006.48,3865.35,11871.83
2026-04-10,15,15066.0,5.19,17.37,12365.0,13.01,8273.9,4093.57,12367.47
2026-04-10,16,14927.0,5.3,14.94,14633.0,17.32,9699.08,5004.3,14703.38
2026-04-10,17,14390.0,4.83,16.54,17230.0,22.98,11289.47,5951.77,17241.23
2026-04-10,18,14487.0,4.51,16.52,18221.0,25.57,11942.65,6293.12,18235.77
2026-04-10,19,14394.0,4.14,16.44,18318.0,26.19,12033.12,6288.4,18321.52
2026-04-10,20,14131.0,3.76,16.08,18216.0,26.12,11979.75,6221.65,18201.4
2026-04-10,21,15103.0,3.48,15.28,16632.0,22.48,11025.08,5573.4,16598.48
2026-04-10,22,15254.0,3.45,15.06,15059.0,18.53,9883.88,5147.25,15031.13
2026-04-10,23,15222.0,3.67,15.03,11531.0,11.82,7551.9,3918.68,11470.58
2026-04-11,0,10295.0,4.02,9.52,7813.0,5.8,5326.1,2447.28,7773.38
2026-04-11,1,11272.0,4.4,10.04,7137.0,5.16,4936.12,2184.02,7120.13
2026-04-11,2,10579.0,4.84,9.46,6530.0,4.74,4589.8,1929.7,6519.5
2026-04-11,3,11147.0,5.31,9.45,6214.0,4.61,4429.47,1782.38,6211.85
2026-04-11,4,11147.0,5.83,9.34,6282.0,4.72,4469.68,1814.68,6284.37
2026-04-11,5,10804.0,6.18,13.9,9538.0,9.65,6467.35,3174.18,9641.53
2026-04-11,6,13697.0,6.16,17.26,15466.0,20.3,10330.6,5234.5,15565.1
2026-04-11,7,14178.0,5.76,17.99,20183.0,30.97,13232.77,6996.4,20229.17
2026-04-11,8,14164.0,5.08,17.98,21328.0,34.01,13910.57,7415.38,21325.95
2026-04-11,9,14330.0,4.37,17.74,21001.0,33.1,13699.33,7293.67,20993.0
2026-04-11,10,15975.0,3.84,16.6,19732.0,29.67,12889.38,6815.08,19704.47
2026-04-11,11,16468.0,3.63,16.27,17546.0,24.2,11561.25,5947.72,17508.97
2026-04-11,12,16943.0,3.63,16.41,15873.0,20.14,10494.85,5355.88,15850.73
2026-04-11,13,18494.0,3.94,17.07,14590.0,17.46,9693.2,4869.93,14563.13
2026-04-11,14,16710.0,4.33,18.63,13460.0,15.13,8958.33,4492.03,13450.37
2026-04-11,15,16884.0,4.71,18.83,13265.0,14.56,8794.1,4475.25,13269.35
2026-04-11,16,16286.0,5.03,18.03,14788.0,17.57,9800.03,5033.57,14833.6
2026-04-11,17,16102.0,5.04,17.75,17335.0,23.28,11343.55,6017.1,17360.65
2026-04-11,18,14345.0,4.81,15.5,18093.0,25.25,11867.17,6234.4,18101.57
2026-04-11,19,14013.0,4.45,15.09,17795.0,25.1,11717.03,6063.98,17781.02
2026-04-11,20,13925.0,4.11,14.99,17386.0,24.32,11497.88,5879.2,17377.08
2026-04-11,21,13856.0,3.84,14.9,16126.0,21.68,10765.45,5342.7,16108.15
2026-04-11,22,13786.0,3.74,14.9,13670.0,16.52,9173.02,4427.3,13600.32
2026-04-11,23,12428.0,3.89,16.15,10656.0,10.68,7090.95,3531.75,10622.7
2026-04-12,0,9669.0,4.11,9.53,7340.0,5.36,5079.19,2222.4,7301.59
2026-04-12,1,10952.0,4.44,9.09,6973.0,5.06,4895.57,2071.02,6966.58
2026-04-12,2,11148.0,4.91,9.3,6478.0,4.8,4597.27,1870.78,6468.05
2026-04-12,3,11264.0,5.42,9.51,6337.0,4.78,4514.95,1822.18,6337.13
2026-04-12,4,11332.0,5.94,9.66,6322.0,4.92,4536.42,1790.88,6327.3
2026-04-12,5,8263.0,6.18,10.69,9332.0,9.48,6392.77,3032.98,9425.75
2026-04-12,6,12832.0,6.03,15.62,14423.0,18.08,9610.2,4876.38,14486.58
2026-04-12,7,13543.0,5.71,16.42,18438.0,26.85,12157.97,6342.07,18500.03
2026-04-12,8,14841.0,5.17,16.11,20328.0,31.57,13308.2,7025.07,20333.27
2026-04-12,9,15400.0,4.67,16.85,19891.0,30.23,13026.65,6849.23,19875.88
2026-04-12,10,15341.0,4.27,16.76,18966.0,27.9,12455.92,6492.92,18948.83
2026-04-12,11,15305.0,3.99,16.71,17234.0,23.63,11391.98,5806.87,17198.85
2026-04-12,12,15576.0,3.92,16.5,15399.0,19.23,10256.15,5114.75,15370.9
2026-04-12,13,16141.0,4.05,16.15,14235.0,16.81,9525.57,4701.2,14226.77
2026-04-12,14,16786.0,4.34,16.93,13276.0,14.83,8825.32,4425.83,13251.15
2026-04-12,15,16850.0,4.77,17.03,12639.0,13.61,8460.68,4183.15,12643.83
2026-04-12,16,16899.0,5.19,17.05,13886.0,15.92,9225.65,4704.18,13929.83
2026-04-12,17,15843.0,5.34,15.81,16023.0,20.42,10541.73,5499.22,16040.95
2026-04-12,18,16088.0,5.31,16.1,16862.0,22.66,11085.9,5782.53,16868.43
