date,hour,TP_Qin,TP_Level,TP_Inlet,TP_F_Wong,TP_F_Petka,TP_F_Thapra,TP_P_Wong,TP_P_Petka,TP_P_Thapra,TotalFlow
2026-04-07,0,9012.0,3.05,4.33,3578.0,1182.0,2804.0,5.84,6.61,6.57,7564.0
2026-04-07,1,9832.0,3.23,4.18,3561.0,1130.0,2715.0,5.84,6.62,6.56,7406.0
2026-04-07,2,10416.0,3.55,4.11,3583.0,1127.0,2707.0,6.03,6.81,6.75,7417.0
2026-04-07,3,10811.0,3.89,4.23,3600.0,1183.0,2809.0,6.31,7.09,7.04,7592.0
2026-04-07,4,13523.0,4.29,5.03,3978.0,2253.0,4490.0,8.37,9.05,9.13,10721.0
2026-04-07,5,15625.0,4.48,5.81,4771.0,3139.0,5871.0,11.91,12.48,12.84,13781.0
2026-04-07,6,15932.0,4.59,5.88,5493.0,3425.0,6514.0,13.95,14.5,15.05,15432.0
2026-04-07,7,15234.0,4.46,5.67,5864.0,3637.0,7086.0,14.5,15.02,15.68,16587.0
2026-04-07,8,14930.0,4.2,5.74,5900.0,3603.0,7053.0,14.4,14.94,15.58,16556.0
2026-04-07,9,14895.0,3.93,6.03,5786.0,3519.0,6902.0,14.34,14.9,15.47,16207.0
2026-04-07,10,15734.0,3.86,6.56,4965.0,3004.0,5908.0,11.71,12.34,12.7,13877.0
2026-04-07,11,14503.0,4.22,8.27,4034.0,2362.0,4698.0,9.11,9.82,9.97,11094.0
2026-04-07,12,13579.0,4.49,9.39,4145.0,2459.0,4888.0,9.12,9.82,9.99,11492.0
2026-04-07,13,13738.0,4.69,9.46,4264.0,2531.0,5025.0,9.18,9.88,10.08,11819.0
2026-04-07,14,13892.0,4.9,9.63,4278.0,2530.0,5022.0,9.19,9.89,10.08,11830.0
2026-04-07,15,11945.0,4.96,9.92,4465.0,2679.0,5307.0,9.45,10.13,10.38,12451.0
2026-04-07,16,14291.0,4.89,8.09,4744.0,2837.0,5602.0,10.24,10.89,11.2,13183.0
2026-04-07,17,15225.0,5.03,6.84,5174.0,3063.0,5942.0,11.38,12.01,12.36,14179.0
2026-04-07,18,16655.0,5.04,6.6,5893.0,3552.0,6856.0,14.22,14.77,15.32,16301.0
2026-04-07,19,17273.0,5.1,6.59,5857.0,3468.0,6875.0,14.29,14.83,15.41,16200.0
2026-04-07,20,17866.0,5.21,6.87,5875.0,3481.0,6927.0,14.28,14.81,15.42,16282.0
2026-04-07,21,15864.0,5.29,8.02,5496.0,3285.0,6542.0,13.2,13.76,14.29,15323.0
2026-04-07,22,14758.0,5.35,9.05,4752.0,2877.0,5717.0,11.14,11.74,12.11,13345.0
2026-04-07,23,12122.0,5.43,11.27,4175.0,2332.0,4746.0,8.68,9.35,9.55,11253.0
2026-04-08,0,6374.0,5.38,5.13,3819.0,1082.0,2760.0,5.9,6.67,6.65,7661.0
2026-04-08,1,6754.0,5.2,4.39,3787.0,1061.0,2741.0,5.97,6.74,6.72,7589.0
2026-04-08,2,8431.0,5.14,5.51,3789.0,1059.0,2737.0,6.16,6.94,6.91,7585.0
2026-04-08,3,8739.0,5.23,6.74,3738.0,1118.0,2801.0,6.36,7.13,7.12,7656.0
2026-04-08,4,8910.0,5.21,6.84,4094.0,2247.0,4579.0,8.54,9.21,9.39,10920.0
2026-04-08,5,9844.0,4.68,6.11,4846.0,3054.0,6039.0,11.87,12.45,12.86,13939.0
2026-04-08,6,14547.0,4.29,5.4,5592.0,3455.0,6661.0,14.26,14.78,15.38,15708.0
2026-04-08,7,14553.0,4.0,5.44,5952.0,3702.0,7067.0,14.77,15.28,15.97,16720.0
2026-04-08,8,14564.0,3.62,5.63,6049.0,3737.0,7124.0,15.03,15.55,16.26,16910.0
2026-04-08,9,14417.0,3.24,5.87,5868.0,3619.0,6878.0,14.73,15.27,15.91,16365.0
2026-04-08,10,14505.0,3.02,7.42,5027.0,3062.0,5842.0,11.85,12.48,12.88,13931.0
2026-04-08,11,15156.0,3.26,9.16,4130.0,2547.0,4824.0,9.14,9.83,10.02,11501.0
2026-04-08,12,15624.0,3.73,9.38,4083.0,2563.0,4848.0,9.32,10.02,10.21,11493.0
2026-04-08,13,14486.0,4.07,7.69,4098.0,2613.0,4901.0,9.32,10.02,10.22,11612.0
2026-04-08,14,15742.0,4.48,6.77,4147.0,2653.0,4972.0,9.33,10.01,10.23,11773.0
2026-04-08,15,15855.0,4.92,6.76,4298.0,2691.0,5068.0,9.33,10.0,10.24,12057.0
2026-04-08,16,15234.0,5.27,7.35,4629.0,2876.0,5437.0,10.21,10.85,11.17,12942.0
2026-04-08,17,14574.0,5.35,7.68,5178.0,3253.0,6150.0,12.47,13.05,13.55,14581.0
2026-04-08,18,14456.0,5.15,7.44,5644.0,3491.0,6864.0,14.22,14.77,15.38,15999.0
2026-04-08,19,13893.0,4.85,7.68,5573.0,3460.0,6820.0,14.17,14.71,15.32,15852.0
2026-04-08,20,13416.0,4.49,7.35,5599.0,3512.0,6874.0,14.24,14.78,15.39,15985.0
2026-04-08,21,13146.0,4.12,7.15,5255.0,3301.0,6451.0,13.05,13.61,14.13,15007.0
2026-04-08,22,13159.0,3.91,7.14,4653.0,3030.0,5867.0,11.19,11.79,12.18,13550.0
2026-04-08,23,13500.0,3.95,7.32,4040.0,2390.0,4712.0,8.61,9.27,9.48,11142.0
2026-04-09,0,9166.0,4.15,4.72,3756.0,1199.0,2875.0,5.85,6.6,6.64,7831.0
2026-04-09,1,10071.0,4.3,4.96,3707.0,1185.0,2867.0,5.94,6.69,6.73,7759.0
2026-04-09,2,10048.0,4.32,4.97,3666.0,1190.0,2874.0,5.94,6.7,6.74,7730.0
2026-04-09,3,10079.0,4.65,4.81,3662.0,1199.0,2871.0,6.12,6.87,6.91,7732.0
2026-04-09,4,10870.0,5.21,4.26,4140.0,2308.0,4642.0,8.65,9.25,9.53,11090.0
2026-04-09,5,11218.0,4.89,4.3,4866.0,3172.0,6154.0,12.08,12.6,13.08,14193.0
2026-04-09,6,14156.0,4.5,5.23,5572.0,3522.0,6820.0,14.18,14.72,15.31,15915.0
2026-04-09,7,14765.0,4.22,5.5,5934.0,3686.0,7182.0,14.53,15.04,15.71,16802.0
2026-04-09,8,15787.0,3.92,6.06,5957.0,3682.0,7167.0,14.62,15.15,15.81,16806.0
2026-04-09,9,16218.0,3.79,6.42,5791.0,3572.0,6973.0,14.44,14.99,15.6,16335.0
2026-04-09,10,14978.0,3.77,7.38,4998.0,3037.0,5924.0,11.8,12.43,12.8,13959.0
2026-04-09,11,14527.0,4.0,7.96,4124.0,2424.0,4768.0,9.16,9.87,10.04,11316.0
2026-04-09,12,14672.0,4.36,7.84,4150.0,2480.0,4901.0,9.14,9.83,10.02,11531.0
2026-04-09,13,14458.0,4.68,8.97,4236.0,2602.0,5125.0,9.3,9.98,10.21,11962.0
2026-04-09,14,13119.0,4.84,8.82,4241.0,2597.0,5143.0,9.33,10.0,10.24,11981.0
2026-04-09,15,13830.0,4.96,9.43,4377.0,2662.0,5266.0,9.35,10.02,10.27,12306.0
2026-04-09,16,13983.0,5.08,9.52,4549.0,2750.0,5440.0,10.03,10.68,10.97,12740.0
2026-04-09,17,14075.0,5.11,9.59,5260.0,3176.0,6277.0,12.44,13.02,13.49,14713.0
2026-04-09,18,13810.0,4.81,9.28,5751.0,3477.0,6878.0,14.24,14.78,15.38,16107.0
2026-04-09,19,13523.0,4.47,8.95,5759.0,3423.0,6779.0,14.07,14.62,15.21,15961.0
2026-04-09,20,13186.0,4.06,8.63,5807.0,3449.0,6835.0,14.14,14.67,15.28,16091.0
2026-04-09,21,13286.0,3.69,8.69,5406.0,3209.0,6373.0,12.94,13.51,14.01,14988.0
2026-04-09,22,13419.0,3.53,8.77,4790.0,2887.0,5716.0,11.11,11.71,12.08,13394.0
2026-04-09,23,14107.0,3.62,9.46,4169.0,2327.0,4693.0,8.63,9.29,9.49,11188.0
2026-04-10,0,12734.0,4.22,8.31,3727.0,1108.0,2806.0,5.88,6.65,6.6,7642.0
2026-04-10,1,11687.0,4.7,7.3,3712.0,1072.0,2753.0,6.07,6.84,6.78,7537.0
2026-04-10,2,11255.0,5.2,8.21,3695.0,1069.0,2638.0,6.07,6.86,6.78,7402.0
2026-04-10,3,9075.0,5.47,12.87,3660.0,1207.0,2840.0,6.47,7.24,7.17,7707.0
2026-04-10,4,10168.0,5.47,8.98,4097.0,2262.0,4642.0,8.64,9.31,9.47,11000.0
2026-04-10,5,14110.0,5.36,6.78,4809.0,2986.0,5929.0,11.85,12.43,12.83,13725.0
2026-04-10,6,14896.0,5.34,8.14,5479.0,3297.0,6580.0,13.89,14.44,14.97,15355.0
2026-04-10,7,14174.0,5.08,7.8,5786.0,3520.0,7007.0,14.35,14.88,15.51,16313.0
2026-04-10,8,13970.0,4.7,7.79,5847.0,3528.0,7045.0,14.45,14.99,15.62,16420.0
2026-04-10,9,14445.0,4.33,7.18,5737.0,3468.0,6905.0,14.35,14.9,15.49,16110.0
2026-04-10,10,14701.0,4.18,6.68,4951.0,2992.0,5973.0,11.74,12.36,12.74,13915.0
2026-04-10,11,14125.0,4.37,7.04,4130.0,2386.0,4821.0,9.22,9.93,10.11,11337.0
2026-04-10,12,14029.0,4.65,7.06,4205.0,2490.0,4984.0,9.24,9.93,10.14,11678.0
2026-04-10,13,13711.0,4.85,7.42,4202.0,2553.0,5089.0,9.24,9.92,10.15,11843.0
2026-04-10,14,13811.0,5.03,7.48,4288.0,2613.0,5187.0,9.26,9.94,10.18,12089.0
2026-04-10,15,13677.0,5.16,7.37,4462.0,2752.0,5417.0,9.64,10.3,10.59,12632.0
2026-04-10,16,12464.0,5.19,6.75,4593.0,2839.0,5588.0,10.11,10.76,11.08,13019.0
2026-04-10,17,13378.0,4.97,7.02,5250.0,3241.0,6368.0,12.48,13.07,13.55,14859.0
2026-04-10,18,13609.0,4.62,6.63,5661.0,3493.0,6878.0,14.22,14.76,15.37,16032.0
2026-04-10,19,13445.0,4.25,6.45,5552.0,3440.0,6769.0,14.13,14.67,15.25,15760.0
2026-04-10,20,14140.0,3.91,5.76,5562.0,3471.0,6823.0,14.23,14.76,15.36,15856.0
2026-04-10,21,13692.0,3.64,5.54,5210.0,3287.0,6442.0,13.22,13.78,14.3,14939.0
2026-04-10,22,13532.0,3.46,5.47,4788.0,3112.0,6070.0,11.57,12.15,12.56,13970.0
2026-04-10,23,13625.0,3.49,5.5,3812.0,2598.0,5011.0,9.09,9.72,9.95,11421.0
2026-04-11,0,11038.0,3.78,4.89,3563.0,1328.0,3013.0,6.11,6.88,6.88,7903.0
2026-04-11,1,11017.0,4.17,5.59,3460.0,1171.0,2779.0,5.85,6.62,6.6,7410.0
2026-04-11,2,8290.0,4.43,4.59,3318.0,1140.0,2679.0,5.81,6.57,6.53,7137.0
2026-04-11,3,9150.0,4.54,4.79,3330.0,1136.0,2662.0,5.93,6.71,6.66,7128.0
2026-04-11,4,11435.0,4.86,4.42,3552.0,1791.0,3694.0,7.34,8.05,8.13,9037.0
2026-04-11,5,13679.0,4.93,5.06,4347.0,3027.0,5775.0,11.1,11.69,12.05,13148.0
2026-04-11,6,15792.0,4.96,5.84,5088.0,3278.0,6333.0,13.2,13.77,14.26,14699.0
2026-04-11,7,15206.0,4.92,6.55,5548.0,3545.0,6870.0,14.23,14.76,15.36,15963.0
2026-04-11,8,14594.0,4.7,6.88,5671.0,3574.0,6925.0,14.27,14.81,15.41,16169.0
2026-04-11,9,14281.0,4.4,7.14,5679.0,3589.0,6950.0,14.3,14.86,15.44,16217.0
2026-04-11,10,14147.0,4.05,7.3,5578.0,3448.0,6703.0,13.59,14.17,14.69,15730.0
2026-04-11,11,16183.0,4.05,6.93,4948.0,2947.0,5778.0,11.45,12.11,12.44,13672.0
2026-04-11,12,15942.0,4.47,7.4,4420.0,2616.0,5096.0,9.63,10.32,10.52,12132.0
2026-04-11,13,13519.0,4.73,9.35,4359.0,2637.0,5110.0,9.52,10.22,10.43,12106.0
2026-04-11,14,14284.0,4.9,9.98,4355.0,2713.0,5241.0,9.53,10.21,10.44,12309.0
2026-04-11,15,14486.0,5.1,10.09,4437.0,2746.0,5325.0,9.54,10.21,10.46,12508.0
2026-04-11,16,12862.0,5.18,8.64,4677.0,2832.0,5580.0,10.13,10.78,11.09,13089.0
2026-04-11,17,12320.0,4.97,8.14,5201.0,3145.0,6210.0,12.19,12.79,13.22,14556.0
2026-04-11,18,13649.0,4.56,5.95,5709.0,3480.0,6855.0,14.26,14.81,15.38,16044.0
2026-04-11,19,14084.0,4.27,5.35,5576.0,3407.0,6712.0,14.14,14.69,15.24,15695.0
2026-04-11,20,14010.0,4.0,5.29,5611.0,3408.0,6720.0,14.09,14.63,15.19,15738.0
2026-04-11,21,13938.0,3.76,5.23,5300.0,3190.0,6320.0,13.1,13.67,14.16,14810.0
2026-04-11,22,13996.0,3.7,5.24,4717.0,2843.0,5623.0,11.18,11.8,12.12,13183.0
2026-04-11,23,13958.0,3.85,5.91,4165.0,2481.0,4929.0,9.07,9.72,9.95,11575.0
2026-04-12,0,9208.0,4.06,4.55,3842.0,1218.0,2906.0,5.94,6.69,6.71,7966.0
2026-04-12,1,9813.0,4.25,4.58,3841.0,1103.0,2751.0,5.96,6.72,6.73,7695.0
2026-04-12,2,10116.0,4.49,4.71,3821.0,1148.0,2705.0,6.13,6.88,6.89,7674.0
2026-04-12,3,10451.0,4.81,4.81,3659.0,1098.0,2552.0,5.87,6.63,6.62,7309.0
2026-04-12,4,10372.0,5.12,4.79,4021.0,1674.0,3539.0,7.32,8.01,8.13,9234.0
2026-04-12,5,10966.0,4.95,4.98,4639.0,2934.0,5591.0,11.15,11.72,12.07,13164.0
2026-04-12,6,15384.0,4.8,5.69,5199.0,3181.0,6084.0,13.2,13.76,14.22,14464.0
2026-04-12,7,14817.0,4.76,5.79,5579.0,3386.0,6483.0,14.03,14.58,15.13,15449.0
2026-04-12,8,13433.0,4.48,6.41,5784.0,3447.0,6644.0,14.26,14.81,15.38,15875.0
2026-04-12,9,13712.0,4.1,6.9,5852.0,3500.0,6727.0,14.46,15.02,15.6,16079.0
2026-04-12,10,13546.0,3.76,7.01,5486.0,3288.0,6328.0,13.31,13.91,14.39,15102.0
2026-04-12,11,13561.0,3.64,6.98,4726.0,2715.0,5285.0,10.85,11.53,11.8,12726.0
2026-04-12,12,13478.0,3.81,6.76,4246.0,2426.0,4724.0,9.22,9.93,10.11,11396.0
2026-04-12,13,13428.0,3.99,6.61,4248.0,2486.0,4822.0,9.34,10.04,10.24,11556.0
2026-04-12,14,15582.0,4.29,7.68,4267.0,2604.0,5011.0,9.34,10.01,10.24,11881.0
2026-04-12,15,15706.0,4.71,7.7,4333.0,2659.0,5087.0,9.36,10.03,10.28,12080.0
2026-04-12,16,15622.0,5.06,7.62,4574.0,2818.0,5384.0,10.16,10.81,11.11,12776.0
2026-04-12,17,14429.0,5.21,7.66,5151.0,3175.0,6059.0,12.31,12.91,13.37,14385.0
2026-04-12,18,14337.0,5.0,8.07,5633.0,3471.0,6588.0,14.28,14.83,15.43,15692.0
2026-04-12,19,14447.0,4.8,8.09,5440.0,3397.0,6407.0,14.14,14.7,15.24,15243.0
2026-04-12,20,12519.0,4.49,6.81,5449.0,3417.0,6428.0,14.16,14.71,15.27,15294.0
2026-04-12,21,13251.0,4.21,7.22,4962.0,3093.0,5839.0,12.7,13.28,13.72,13894.0
2026-04-12,22,12770.0,4.14,7.8,4403.0,2742.0,5181.0,10.76,11.4,11.68,12326.0
2026-04-12,23,11992.0,4.19,8.88,3887.0,2327.0,4437.0,8.57,9.25,9.42,10651.0
2026-04-13,0,8196.0,4.27,4.93,3644.0,1173.0,2781.0,5.89,6.67,6.62,7598.0
2026-04-13,1,8811.0,4.34,4.72,3632.0,1125.0,2737.0,5.99,6.76,6.71,7493.0
2026-04-13,2,9751.0,4.52,4.58,3571.0,1110.0,2667.0,6.02,6.8,6.74,7348.0
2026-04-13,3,10176.0,4.8,4.53,3484.0,1121.0,2583.0,5.97,6.75,6.68,7189.0
2026-04-13,4,11076.0,5.13,4.33,3765.0,1615.0,3415.0,7.07,7.81,7.82,8795.0
2026-04-13,5,12189.0,5.15,4.63,4412.0,2933.0,5498.0,10.86,11.46,11.74,12843.0
2026-04-13,6,13936.0,4.96,5.21,5004.0,3246.0,6084.0,13.14,13.71,14.18,14334.0
2026-04-13,7,15194.0,4.91,6.9,5341.0,3405.0,6384.0,13.97,14.53,15.07,15130.0
2026-04-13,8,14489.0,4.76,6.94,5527.0,3513.0,6600.0,14.25,14.8,15.4,15640.0
2026-04-13,9,14033.0,4.49,7.01,5596.0,3551.0,6641.0,14.37,14.93,15.51,15788.0
2026-04-13,10,13458.0,4.19,6.84,5263.0,3335.0,6217.0,13.22,13.82,14.28,14815.0
2026-04-13,11,13535.0,4.09,6.85,4479.0,2741.0,5146.0,10.73,11.42,11.66,12366.0
2026-04-13,12,13935.0,4.33,6.93,4056.0,2438.0,4581.0,9.11,9.83,9.98,11075.0
2026-04-13,13,14089.0,4.65,6.92,4103.0,2482.0,4648.0,9.12,9.84,10.01,11233.0
2026-04-13,14,13934.0,4.91,7.04,4321.0,2671.0,4993.0,9.25,9.95,10.18,11986.0
2026-04-13,15,13904.0,5.1,7.15,4393.0,2732.0,5110.0,9.39,10.07,10.31,12236.0
2026-04-13,16,13921.0,5.22,7.24,4655.0,2905.0,5431.0,10.25,10.89,11.22,12991.0
2026-04-13,17,13850.0,5.19,7.27,5350.0,3292.0,6193.0,12.61,13.19,13.68,14835.0
2026-04-13,18,12584.0,4.81,6.34,5805.0,3584.0,6751.0,14.47,15.01,15.62,16139.0
2026-04-13,19,12333.0,4.3,5.94,5676.0,3484.0,6597.0,14.33,14.87,15.47,15756.0
2026-04-13,20,12291.0,3.8,5.88,5610.0,3415.0,6631.0,14.27,14.82,15.39,15656.0
2026-04-13,21,12507.0,3.4,5.97,5059.0,3082.0,6095.0,12.72,13.31,13.74,14236.0
2026-04-13,22,13011.0,3.23,5.72,4618.0,2856.0,5625.0,11.01,11.63,11.96,13099.0
2026-04-13,23,13600.0,3.31,5.62,4061.0,2248.0,4506.0,8.46,9.15,9.32,10814.0
2026-04-14,0,11359.0,3.71,4.93,3796.0,1165.0,2724.0,5.84,6.62,6.61,7684.0
2026-04-14,1,11716.0,4.17,5.12,3718.0,1142.0,2657.0,5.89,6.68,6.65,7517.0
2026-04-14,2,9939.0,4.57,4.48,3752.0,1138.0,2660.0,6.03,6.81,6.79,7550.0
2026-04-14,3,10070.0,4.84,4.23,3708.0,1085.0,2611.0,5.91,6.69,6.65,7404.0
2026-04-14,4,11843.0,5.18,5.33,3978.0,1850.0,3756.0,7.67,8.38,8.48,9584.0
2026-04-14,5,14046.0,5.28,6.54,4567.0,2902.0,5481.0,11.14,11.74,12.08,12950.0
2026-04-14,6,14172.0,5.34,7.7,5101.0,3146.0,5971.0,13.16,13.73,14.17,14218.0
2026-04-14,7,14485.0,5.22,8.1,5413.0,3323.0,6326.0,13.9,14.46,14.98,15061.0
2026-04-14,8,13805.0,5.02,7.78,5623.0,3416.0,6531.0,14.18,14.74,15.3,15571.0
2026-04-14,9,13134.0,4.66,7.62,5700.0,3423.0,6577.0,14.28,14.84,15.41,15701.0
2026-04-14,10,12891.0,4.29,7.69,5414.0,3238.0,6218.0,13.29,13.89,14.36,14870.0
2026-04-14,11,13705.0,4.13,8.23,4720.0,2683.0,5226.0,10.81,11.49,11.76,12629.0
2026-04-14,12,13901.0,4.35,8.19,4221.0,2408.0,4686.0,9.19,9.91,10.08,11315.0
2026-04-14,13,14214.0,4.64,8.3,4224.0,2474.0,4797.0,9.23,9.94,10.13,11496.0
2026-04-14,14,14424.0,4.91,8.95,4425.0,2657.0,5131.0,9.39,10.07,10.33,12213.0
2026-04-14,15,13744.0,5.08,8.97,4487.0,2718.0,5236.0,9.54,10.21,10.48,12440.0
2026-04-14,16,12828.0,5.09,8.19,4641.0,2844.0,5450.0,10.29,10.94,11.25,12935.0
2026-04-14,17,12502.0,4.9,7.76,5300.0,3250.0,6223.0,12.72,13.31,13.8,14773.0
2026-04-14,18,14020.0,4.5,6.44,5777.0,3575.0,6800.0,14.65,15.18,15.81,16153.0
2026-04-14,19,13832.0,4.17,6.27,5636.0,3491.0,6632.0,14.38,14.92,15.52,15758.0
2026-04-14,20,14434.0,3.89,6.55,5561.0,3446.0,6539.0,14.3,14.85,15.43,15547.0
2026-04-14,21,14607.0,3.77,6.6,5082.0,3174.0,6001.0,12.9,13.48,13.94,14257.0
2026-04-14,22,14831.0,3.83,6.88,4674.0,2969.0,5587.0,11.04,11.65,12.02,13230.0
2026-04-14,23,14892.0,4.1,7.04,4029.0,2387.0,4573.0,8.74,9.4,9.6,10988.0
2026-04-15,0,9178.0,4.44,4.49,3720.0,1185.0,2746.0,5.91,6.66,6.68,7650.0
2026-04-15,1,9928.0,4.59,4.59,3738.0,1185.0,2738.0,6.02,6.78,6.8,7661.0
2026-04-15,2,10678.0,4.89,4.93,3634.0,1155.0,2690.0,6.08,6.83,6.84,7479.0
2026-04-15,3,10918.0,5.29,5.22,3543.0,1161.0,2639.0,6.07,6.83,6.83,7343.0
2026-04-15,4,8767.0,5.45,5.19,3839.0,1853.0,3761.0,7.61,8.28,8.43,9453.0
2026-04-15,5,12560.0,5.25,5.27,4497.0,3016.0,5623.0,11.23,11.82,12.2,13136.0
2026-04-15,6,14371.0,5.18,6.57,4955.0,3228.0,6053.0,13.25,13.82,14.29,14235.0
2026-04-15,7,14170.0,5.06,7.23,5354.0,3412.0,6418.0,14.05,14.61,15.15,15184.0
2026-04-15,8,13366.0,4.75,7.08,5520.0,3525.0,6631.0,14.31,14.86,15.44,15675.0
2026-04-15,9,15230.0,4.43,6.48,5626.0,3578.0,6705.0,14.33,14.88,15.47,15909.0
2026-04-15,10,16532.0,4.4,6.74,5511.0,3461.0,6489.0,13.75,14.33,14.87,15460.0
2026-04-15,11,15264.0,4.53,7.58,4660.0,2867.0,5353.0,11.21,11.88,12.18,12881.0
2026-04-15,12,12875.0,4.77,9.04,4108.0,2541.0,4736.0,9.36,10.07,10.24,11384.0
2026-04-15,13,11016.0,4.74,9.37,4120.0,2566.0,4783.0,9.33,10.03,10.21,11470.0
2026-04-15,14,11599.0,4.65,10.02,4251.0,2694.0,4977.0,9.32,10.0,10.23,11922.0
2026-04-15,15,14177.0,4.7,8.24,4323.0,2738.0,5072.0,9.31,9.98,10.22,12133.0
2026-04-15,16,13902.0,4.84,7.85,4722.0,2950.0,5476.0,10.16,10.81,11.14,13149.0
2026-04-15,17,13766.0,4.77,7.72,5392.0,3362.0,6283.0,12.6,13.18,13.67,15036.0
2026-04-15,18,14391.0,4.47,7.06,5788.0,3643.0,6796.0,14.54,15.07,15.69,16226.0
2026-04-15,19,14414.0,4.2,6.67,5740.0,3582.0,6693.0,14.37,14.91,15.5,16014.0
2026-04-15,20,14216.0,3.93,5.77,5736.0,3566.0,6688.0,14.36,14.89,15.49,15991.0
2026-04-15,21,13656.0,3.65,5.16,5336.0,3324.0,6246.0,13.33,13.9,14.4,14906.0
2026-04-15,22,14430.0,3.54,5.42,4892.0,3121.0,5849.0,11.55,12.14,12.56,13863.0
2026-04-15,23,14708.0,3.67,5.51,4294.0,2705.0,5085.0,9.48,10.11,10.4,12084.0
2026-04-16,0,10398.0,3.96,5.38,3799.0,1287.0,2934.0,6.08,6.85,6.84,8020.0
2026-04-16,1,10505.0,4.25,5.96,3785.0,1167.0,2755.0,6.08,6.86,6.81,7706.0
2026-04-16,2,11159.0,4.6,6.48,3733.0,1165.0,2710.0,6.14,6.92,6.87,7608.0
2026-04-16,3,10642.0,5.0,7.48,3685.0,1129.0,2683.0,6.19,6.96,6.91,7497.0
2026-04-16,4,11029.0,5.23,6.58,4144.0,2282.0,4492.0,8.68,9.35,9.51,10918.0
2026-04-16,5,11633.0,4.99,6.17,4917.0,3134.0,5878.0,12.01,12.58,13.0,13929.0
2026-04-16,6,15988.0,4.8,6.11,5397.0,3326.0,6309.0,13.93,14.48,14.98,15033.0
2026-04-16,7,16348.0,4.88,6.13,5785.0,3516.0,6661.0,14.33,14.87,15.45,15962.0
2026-04-16,8,15946.0,4.8,6.14,5923.0,3584.0,6840.0,14.55,15.08,15.7,16347.0
2026-04-16,9,16151.0,4.66,6.52,5908.0,3575.0,6811.0,14.56,15.11,15.7,16294.0
2026-04-16,10,16251.0,4.72,8.15,5144.0,3056.0,5840.0,11.96,12.59,12.98,14041.0
2026-04-16,11,13379.0,5.02,8.87,4283.0,2435.0,4720.0,9.24,9.95,10.12,11438.0
2026-04-16,12,12171.0,5.06,8.7,4466.0,2587.0,5005.0,9.4,10.1,10.33,12058.0
2026-04-16,13,12357.0,5.01,8.69,4506.0,2675.0,5166.0,9.53,10.21,10.47,12348.0
2026-04-16,14,12725.0,4.98,8.59,4508.0,2710.0,5202.0,9.52,10.2,10.46,12419.0
2026-04-16,15,13142.0,4.99,8.47,4462.0,2690.0,5180.0,9.54,10.21,10.47,12333.0
2026-04-16,16,13754.0,5.06,8.12,4645.0,2806.0,5404.0,10.23,10.88,11.19,12855.0
2026-04-16,17,13770.0,5.02,8.08,5300.0,3232.0,6193.0,12.63,13.22,13.7,14725.0
2026-04-16,18,13952.0,4.72,7.83,5728.0,3518.0,6728.0,14.47,15.01,15.62,15975.0
2026-04-16,19,14176.0,4.42,7.9,5632.0,3481.0,6639.0,14.38,14.93,15.51,15752.0
2026-04-16,20,14214.0,4.14,7.87,5675.0,3476.0,6631.0,14.35,14.89,15.49,15782.0
2026-04-16,21,13849.0,3.91,7.63,5254.0,3243.0,6176.0,13.14,13.7,14.19,14673.0
2026-04-16,22,13881.0,3.85,7.61,4647.0,2892.0,5490.0,11.21,11.83,12.18,13030.0
2026-04-16,23,12901.0,3.93,9.0,4114.0,2515.0,4794.0,8.99,9.65,9.88,11423.0
2026-04-17,0,9517.0,4.09,6.01,3633.0,1273.0,2836.0,6.06,6.84,6.83,7742.0
2026-04-17,1,9752.0,4.31,5.95,3618.0,1155.0,2677.0,5.9,6.68,6.66,7450.0
2026-04-17,2,10808.0,4.62,5.61,3561.0,1123.0,2639.0,5.99,6.77,6.74,7322.0
2026-04-17,3,11445.0,5.05,5.44,3696.0,1171.0,2714.0,6.27,7.06,7.04,7581.0
2026-04-17,4,10915.0,5.29,5.06,4084.0,2372.0,4562.0,8.65,9.32,9.53,11018.0
2026-04-17,5,14885.0,5.24,5.83,4826.0,3198.0,5961.0,12.2,12.78,13.21,13985.0
2026-04-17,6,15079.0,5.22,8.03,5291.0,3389.0,6376.0,14.02,14.58,15.1,15056.0
2026-04-17,7,13096.0,4.97,8.27,5603.0,3547.0,6679.0,14.39,14.93,15.53,15829.0
2026-04-17,8,13020.0,4.49,7.49,5764.0,3617.0,6834.0,14.54,15.08,15.72,16214.0
2026-04-17,9,12952.0,4.0,7.45,5731.0,3589.0,6781.0,14.56,15.11,15.72,16102.0
2026-04-17,10,12879.0,3.6,7.46,4940.0,3101.0,5838.0,11.85,12.48,12.88,13878.0
2026-04-17,11,13449.0,3.64,7.06,4149.0,2479.0,4714.0,9.24,9.95,10.13,11342.0
2026-04-17,12,14002.0,3.86,6.7,4213.0,2614.0,4919.0,9.37,10.07,10.28,11746.0
2026-04-17,13,14255.0,4.09,6.53,4233.0,2719.0,5063.0,9.44,10.12,10.36,12015.0
2026-04-17,14,14347.0,4.3,6.51,4329.0,2811.0,5210.0,9.44,10.1,10.37,12349.0
2026-04-17,15,13845.0,4.49,6.29,4412.0,2824.0,5239.0,9.49,10.16,10.43,12476.0
2026-04-17,16,14802.0,4.59,6.67,4627.0,2956.0,5495.0,10.32,10.96,11.28,13078.0
